expert_id,expert_slug,item_id,participant_id,task_id,stage,block,image_id,dimension,score
expert_03,lihejin,I108,P008,T3_transfer_C03,T3,transfer,C03,spatial,0
expert_03,lihejin,I108,P008,T3_transfer_C03,T3,transfer,C03,relation,1
expert_03,lihejin,I109,P016,T2_middle_A04,T2,middle,A04,camera,0
expert_03,lihejin,I109,P016,T2_middle_A04,T2,middle,A04,spatial,1
expert_03,lihejin,I110,P004,T2_middle_D05,T2,middle,D05,spatial,0
expert_03,lihejin,I110,P004,T2_middle_D05,T2,middle,D05,relation,0
expert_03,lihejin,I111,P002,T1_middle_D04,T1,middle,D04,object,0
expert_03,lihejin,I111,P002,T1_middle_D04,T1,middle,D04,spatial,0
expert_03,lihejin,I112,P006,T1_middle_A02,T1,middle,A02,camera,1
expert_03,lihejin,I112,P006,T1_middle_A02,T1,middle,A02,spatial,1
expert_03,lihejin,I113,P003,T2_middle_C01,T2,middle,C01,spatial,1
expert_03,lihejin,I113,P003,T2_middle_C01,T2,middle,C01,relation,1
expert_03,lihejin,I113,P003,T2_middle_C01,T2,middle,C01,camera,1
expert_03,lihejin,I114,P020,T3_transfer_C04,T3,transfer,C04,spatial,0
expert_03,lihejin,I114,P020,T3_transfer_C04,T3,transfer,C04,relation,0
expert_04,liuzhejun,I001,P014,T3_transfer_E02,T3,transfer,E02,spatial,0
expert_04,liuzhejun,I001,P014,T3_transfer_E02,T3,transfer,E02,camera,0
expert_04,liuzhejun,I002,P006,T1_early_C01,T1,early,C01,spatial,0
expert_04,liuzhejun,I002,P006,T1_early_C01,T1,early,C01,relation,0
expert_04,liuzhejun,I002,P006,T1_early_C01,T1,early,C01,camera,0
expert_04,liuzhejun,I003,P002,T1_early_C02,T1,early,C02,spatial,0
expert_04,liuzhejun,I003,P002,T1_early_C02,T1,early,C02,relation,0
expert_04,liuzhejun,I004,P003,T1_early_D02,T1,early,D02,object,0
expert_04,liuzhejun,I004,P003,T1_early_D02,T1,early,D02,spatial,0
expert_04,liuzhejun,I005,P010,T3_transfer_A02,T3,transfer,A02,camera,0
expert_04,liuzhejun,I005,P010,T3_transfer_A02,T3,transfer,A02,spatial,0
expert_04,liuzhejun,I006,P001,T1_early_E04,T1,early,E04,spatial,0
expert_04,liuzhejun,I006,P001,T1_early_E04,T1,early,E04,camera,0
expert_04,liuzhejun,I007,P001,T2_middle_A04,T2,middle,A04,camera,0
expert_04,liuzhejun,I007,P001,T2_middle_A04,T2,middle,A04,spatial,0
expert_04,liuzhejun,I008,P007,T1_early_D01,T1,early,D01,object,0
expert_04,liuzhejun,I008,P007,T1_early_D01,T1,early,D01,spatial,0
expert_04,liuzhejun,I009,P019,T2_middle_A02,T2,middle,A02,camera,0
expert_04,liuzhejun,I009,P019,T2_middle_A02,T2,middle,A02,spatial,0
expert_04,liuzhejun,I010,P008,T3_transfer_C04,T3,transfer,C04,spatial,0
expert_04,liuzhejun,I010,P008,T3_transfer_C04,T3,transfer,C04,relation,0
expert_04,liuzhejun,I011,P003,T1_early_E02,T1,early,E02,spatial,0
expert_04,liuzhejun,I011,P003,T1_early_E02,T1,early,E02,camera,0
expert_04,liuzhejun,I012,P017,T1_early_A03,T1,early,A03,camera,0
expert_04,liuzhejun,I012,P017,T1_early_A03,T1,early,A03,spatial,0
expert_04,liuzhejun,I013,P015,T1_early_C04,T1,early,C04,spatial,0
expert_04,liuzhejun,I013,P015,T1_early_C04,T1,early,C04,relation,0
expert_04,liuzhejun,I014,P003,T3_transfer_E05,T3,transfer,E05,spatial,0
expert_04,liuzhejun,I014,P003,T3_transfer_E05,T3,transfer,E05,camera,0
expert_04,liuzhejun,I015,P017,T2_middle_D03,T2,middle,D03,spatial,2
expert_04,liuzhejun,I015,P017,T2_middle_D03,T2,middle,D03,camera,3
expert_04,liuzhejun,I016,P001,T2_middle_E05,T2,middle,E05,spatial,0
expert_04,liuzhejun,I016,P001,T2_middle_E05,T2,middle,E05,camera,0
expert_04,liuzhejun,I017,P002,T3_transfer_E03,T3,transfer,E03,spatial,0
expert_04,liuzhejun,I017,P002,T3_transfer_E03,T3,transfer,E03,object,0
expert_04,liuzhejun,I018,P020,T1_early_D03,T1,early,D03,spatial,0
expert_04,liuzhejun,I018,P020,T1_early_D03,T1,early,D03,camera,0
expert_04,liuzhejun,I019,P016,T3_transfer_D06,T3,transfer,D06,spatial,0
expert_04,liuzhejun,I019,P016,T3_transfer_D06,T3,transfer,D06,object,0
expert_04,liuzhejun,I020,P005,T1_early_D03,T1,early,D03,spatial,0
expert_04,liuzhejun,I020,P005,T1_early_D03,T1,early,D03,camera,0
expert_04,liuzhejun,I021,P015,T1_middle_D05,T1,middle,D05,spatial,0
expert_04,liuzhejun,I021,P015,T1_middle_D05,T1,middle,D05,relation,0
expert_04,liuzhejun,I022,P005,T1_middle_E03,T1,middle,E03,spatial,0
expert_04,liuzhejun,I022,P005,T1_middle_E03,T1,middle,E03,object,0
expert_04,liuzhejun,I023,P011,T3_transfer_A05,T3,transfer,A05,camera,0
expert_04,liuzhejun,I023,P011,T3_transfer_A05,T3,transfer,A05,relation,2
expert_04,liuzhejun,I024,P002,T1_middle_C04,T1,middle,C04,spatial,0
expert_04,liuzhejun,I024,P002,T1_middle_C04,T1,middle,C04,relation,0
expert_04,liuzhejun,I025,P018,T3_transfer_C01,T3,transfer,C01,spatial,0
expert_04,liuzhejun,I025,P018,T3_transfer_C01,T3,transfer,C01,relation,0
expert_04,liuzhejun,I025,P018,T3_transfer_C01,T3,transfer,C01,camera,1
expert_04,liuzhejun,I026,P018,T2_middle_A05,T2,middle,A05,camera,1
expert_04,liuzhejun,I026,P018,T2_middle_A05,T2,middle,A05,relation,0
expert_04,liuzhejun,I027,P010,T3_transfer_D01,T3,transfer,D01,object,0
expert_04,liuzhejun,I027,P010,T3_transfer_D01,T3,transfer,D01,spatial,0
expert_04,liuzhejun,I028,P014,T3_transfer_E03,T3,transfer,E03,spatial,0
expert_04,liuzhejun,I028,P014,T3_transfer_E03,T3,transfer,E03,object,0
expert_04,liuzhejun,I029,P001,T3_transfer_D05,T3,transfer,D05,spatial,1
expert_04,liuzhejun,I029,P001,T3_transfer_D05,T3,transfer,D05,relation,1
expert_04,liuzhejun,I030,P009,T1_early_C02,T1,early,C02,spatial,0
expert_04,liuzhejun,I030,P009,T1_early_C02,T1,early,C02,relation,0
expert_04,liuzhejun,I031,P020,T2_middle_A05,T2,middle,A05,camera,0
expert_04,liuzhejun,I031,P020,T2_middle_A05,T2,middle,A05,relation,0
expert_04,liuzhejun,I032,P007,T3_transfer_E05,T3,transfer,E05,spatial,0
expert_04,liuzhejun,I032,P007,T3_transfer_E05,T3,transfer,E05,camera,0
expert_04,liuzhejun,I033,P009,T2_middle_A05,T2,middle,A05,camera,0
expert_04,liuzhejun,I033,P009,T2_middle_A05,T2,middle,A05,relation,2
expert_04,liuzhejun,I034,P016,T2_middle_E03,T2,middle,E03,spatial,0
expert_04,liuzhejun,I034,P016,T2_middle_E03,T2,middle,E03,object,0
expert_04,liuzhejun,I035,P015,T3_transfer_D03,T3,transfer,D03,spatial,0
expert_04,liuzhejun,I035,P015,T3_transfer_D03,T3,transfer,D03,camera,0
expert_04,liuzhejun,I036,P017,T2_middle_C03,T2,middle,C03,spatial,2
expert_04,liuzhejun,I036,P017,T2_middle_C03,T2,middle,C03,relation,3
expert_04,liuzhejun,I037,P020,T1_early_D02,T1,early,D02,object,0
expert_04,liuzhejun,I037,P020,T1_early_D02,T1,early,D02,spatial,0
expert_04,liuzhejun,I038,P010,T2_middle_E01,T2,middle,E01,spatial,3
expert_04,liuzhejun,I038,P010,T2_middle_E01,T2,middle,E01,object,3
expert_04,liuzhejun,I039,P018,T1_early_A02,T1,early,A02,camera,0
expert_04,liuzhejun,I039,P018,T1_early_A02,T1,early,A02,spatial,0
expert_04,liuzhejun,I040,P006,T3_transfer_D05,T3,transfer,D05,spatial,0
expert_04,liuzhejun,I040,P006,T3_transfer_D05,T3,transfer,D05,relation,1
expert_04,liuzhejun,I041,P007,T1_early_D02,T1,early,D02,object,1
expert_04,liuzhejun,I041,P007,T1_early_D02,T1,early,D02,spatial,0
expert_04,liuzhejun,I042,P009,T3_transfer_D06,T3,transfer,D06,spatial,0
expert_04,liuzhejun,I042,P009,T3_transfer_D06,T3,transfer,D06,object,1
expert_04,liuzhejun,I043,P007,T1_middle_A04,T1,middle,A04,camera,0
expert_04,liuzhejun,I043,P007,T1_middle_A04,T1,middle,A04,spatial,0
expert_04,liuzhejun,I044,P014,T2_middle_D06,T2,middle,D06,spatial,0
expert_04,liuzhejun,I044,P014,T2_middle_D06,T2,middle,D06,object,0
expert_04,liuzhejun,I045,P005,T1_early_E02,T1,early,E02,spatial,0
expert_04,liuzhejun,I045,P005,T1_early_E02,T1,early,E02,camera,0
expert_04,liuzhejun,I046,P013,T2_middle_C03,T2,middle,C03,spatial,0
expert_04,liuzhejun,I046,P013,T2_middle_C03,T2,middle,C03,relation,0
expert_04,liuzhejun,I047,P018,T1_early_C03,T1,early,C03,spatial,0
expert_04,liuzhejun,I047,P018,T1_early_C03,T1,early,C03,relation,0
expert_04,liuzhejun,I048,P008,T1_early_E04,T1,early,E04,spatial,1
expert_04,liuzhejun,I048,P008,T1_early_E04,T1,early,E04,camera,0
expert_04,liuzhejun,I049,P011,T1_early_E04,T1,early,E04,spatial,2
expert_04,liuzhejun,I049,P011,T1_early_E04,T1,early,E04,camera,0
expert_04,liuzhejun,I050,P010,T1_early_E04,T1,early,E04,spatial,0
expert_04,liuzhejun,I050,P010,T1_early_E04,T1,early,E04,camera,0
expert_04,liuzhejun,I051,P015,T3_transfer_C02,T3,transfer,C02,spatial,0
expert_04,liuzhejun,I051,P015,T3_transfer_C02,T3,transfer,C02,relation,0
expert_04,liuzhejun,I052,P007,T1_middle_E01,T1,middle,E01,spatial,0
expert_04,liuzhejun,I052,P007,T1_middle_E01,T1,middle,E01,object,0
expert_04,liuzhejun,I053,P013,T1_early_A05,T1,early,A05,camera,0
expert_04,liuzhejun,I053,P013,T1_early_A05,T1,early,A05,relation,0
expert_04,liuzhejun,I054,P008,T1_early_D04,T1,early,D04,object,0
expert_04,liuzhejun,I054,P008,T1_early_D04,T1,early,D04,spatial,0
expert_04,liuzhejun,I055,P013,T3_transfer_E03,T3,transfer,E03,spatial,0
expert_04,liuzhejun,I055,P013,T3_transfer_E03,T3,transfer,E03,object,0
expert_04,liuzhejun,I056,P006,T1_early_C03,T1,early,C03,spatial,0
expert_04,liuzhejun,I056,P006,T1_early_C03,T1,early,C03,relation,0
expert_04,liuzhejun,I057,P018,T2_middle_D03,T2,middle,D03,spatial,2
expert_04,liuzhejun,I057,P018,T2_middle_D03,T2,middle,D03,camera,1
expert_04,liuzhejun,I058,P020,T3_transfer_E02,T3,transfer,E02,spatial,0
expert_04,liuzhejun,I058,P020,T3_transfer_E02,T3,transfer,E02,camera,0
expert_04,liuzhejun,I059,P014,T1_early_C04,T1,early,C04,spatial,0
expert_04,liuzhejun,I059,P014,T1_early_C04,T1,early,C04,relation,0
expert_04,liuzhejun,I060,P009,T3_transfer_E01,T3,transfer,E01,spatial,0
expert_04,liuzhejun,I060,P009,T3_transfer_E01,T3,transfer,E01,object,0
expert_04,liuzhejun,I061,P017,T3_transfer_D06,T3,transfer,D06,spatial,0
expert_04,liuzhejun,I061,P017,T3_transfer_D06,T3,transfer,D06,object,0
expert_04,liuzhejun,I062,P001,T3_transfer_C01,T3,transfer,C01,spatial,0
expert_04,liuzhejun,I062,P001,T3_transfer_C01,T3,transfer,C01,relation,0
expert_04,liuzhejun,I062,P001,T3_transfer_C01,T3,transfer,C01,camera,1
expert_04,liuzhejun,I063,P005,T3_transfer_C02,T3,transfer,C02,spatial,0
expert_04,liuzhejun,I063,P005,T3_transfer_C02,T3,transfer,C02,relation,0
expert_04,liuzhejun,I064,P004,T1_early_E01,T1,early,E01,spatial,0
expert_04,liuzhejun,I064,P004,T1_early_E01,T1,early,E01,object,0
expert_04,liuzhejun,I065,P015,T1_early_E05,T1,early,E05,spatial,0
expert_04,liuzhejun,I065,P015,T1_early_E05,T1,early,E05,camera,0
expert_04,liuzhejun,I066,P016,T1_early_C04,T1,early,C04,spatial,0
expert_04,liuzhejun,I066,P016,T1_early_C04,T1,early,C04,relation,0
expert_04,liuzhejun,I067,P006,T1_middle_E01,T1,middle,E01,spatial,0
expert_04,liuzhejun,I067,P006,T1_middle_E01,T1,middle,E01,object,0
expert_04,liuzhejun,I068,P009,T1_early_D01,T1,early,D01,object,0
expert_04,liuzhejun,I068,P009,T1_early_D01,T1,early,D01,spatial,0
expert_04,liuzhejun,I069,P002,T1_early_E05,T1,early,E05,spatial,0
expert_04,liuzhejun,I069,P002,T1_early_E05,T1,early,E05,camera,0
expert_04,liuzhejun,I070,P019,T1_early_A04,T1,early,A04,camera,0
expert_04,liuzhejun,I070,P019,T1_early_A04,T1,early,A04,spatial,1
expert_04,liuzhejun,I071,P007,T3_transfer_A05,T3,transfer,A05,camera,0
expert_04,liuzhejun,I071,P007,T3_transfer_A05,T3,transfer,A05,relation,0
expert_04,liuzhejun,I072,P016,T1_early_D02,T1,early,D02,object,0
expert_04,liuzhejun,I072,P016,T1_early_D02,T1,early,D02,spatial,0
expert_04,liuzhejun,I073,P010,T2_middle_D06,T2,middle,D06,spatial,1
expert_04,liuzhejun,I073,P010,T2_middle_D06,T2,middle,D06,object,0
expert_04,liuzhejun,I074,P004,T2_middle_D02,T2,middle,D02,object,1
expert_04,liuzhejun,I074,P004,T2_middle_D02,T2,middle,D02,spatial,0
expert_04,liuzhejun,I075,P019,T2_middle_D05,T2,middle,D05,spatial,0
expert_04,liuzhejun,I075,P019,T2_middle_D05,T2,middle,D05,relation,0
expert_04,liuzhejun,I076,P011,T3_transfer_D01,T3,transfer,D01,object,0
expert_04,liuzhejun,I076,P011,T3_transfer_D01,T3,transfer,D01,spatial,0
expert_04,liuzhejun,I077,P011,T1_early_C03,T1,early,C03,spatial,0
expert_04,liuzhejun,I077,P011,T1_early_C03,T1,early,C03,relation,0
expert_04,liuzhejun,I078,P013,T3_transfer_D04,T3,transfer,D04,object,0
expert_04,liuzhejun,I078,P013,T3_transfer_D04,T3,transfer,D04,spatial,0
expert_04,liuzhejun,I079,P011,T2_middle_D02,T2,middle,D02,object,0
expert_04,liuzhejun,I079,P011,T2_middle_D02,T2,middle,D02,spatial,0
expert_04,liuzhejun,I080,P005,T1_middle_A01,T1,middle,A01,camera,0
expert_04,liuzhejun,I080,P005,T1_middle_A01,T1,middle,A01,spatial,2
expert_04,liuzhejun,I081,P010,T1_early_C04,T1,early,C04,spatial,1
expert_04,liuzhejun,I081,P010,T1_early_C04,T1,early,C04,relation,0
expert_04,liuzhejun,I082,P008,T1_middle_E02,T1,middle,E02,spatial,0
expert_04,liuzhejun,I082,P008,T1_middle_E02,T1,middle,E02,camera,0
expert_04,liuzhejun,I083,P005,T3_transfer_A05,T3,transfer,A05,camera,0
expert_04,liuzhejun,I083,P005,T3_transfer_A05,T3,transfer,A05,relation,2
expert_04,liuzhejun,I084,P003,T2_middle_D01,T2,middle,D01,object,0
expert_04,liuzhejun,I084,P003,T2_middle_D01,T2,middle,D01,spatial,0
expert_04,liuzhejun,I085,P006,T3_transfer_D06,T3,transfer,D06,spatial,1
expert_04,liuzhejun,I085,P006,T3_transfer_D06,T3,transfer,D06,object,0
expert_04,liuzhejun,I086,P017,T3_transfer_C04,T3,transfer,C04,spatial,0
expert_04,liuzhejun,I086,P017,T3_transfer_C04,T3,transfer,C04,relation,0
expert_04,liuzhejun,I087,P004,T1_early_C03,T1,early,C03,spatial,0
expert_04,liuzhejun,I087,P004,T1_early_C03,T1,early,C03,relation,1
expert_04,liuzhejun,I088,P014,T2_middle_D03,T2,middle,D03,spatial,0
expert_04,liuzhejun,I088,P014,T2_middle_D03,T2,middle,D03,camera,0
expert_04,liuzhejun,I089,P019,T1_early_D04,T1,early,D04,object,0
expert_04,liuzhejun,I089,P019,T1_early_D04,T1,early,D04,spatial,0
expert_04,liuzhejun,I090,P011,T2_middle_C04,T2,middle,C04,spatial,1
expert_04,liuzhejun,I090,P011,T2_middle_C04,T2,middle,C04,relation,2
expert_04,liuzhejun,I091,P018,T3_transfer_E02,T3,transfer,E02,spatial,0
expert_04,liuzhejun,I091,P018,T3_transfer_E02,T3,transfer,E02,camera,1
expert_04,liuzhejun,I092,P013,T1_early_C04,T1,early,C04,spatial,0
expert_04,liuzhejun,I092,P013,T1_early_C04,T1,early,C04,relation,0
expert_04,liuzhejun,I093,P019,T3_transfer_C03,T3,transfer,C03,spatial,0
expert_04,liuzhejun,I093,P019,T3_transfer_C03,T3,transfer,C03,relation,0
expert_04,liuzhejun,I094,P013,T2_middle_D05,T2,middle,D05,spatial,0
expert_04,liuzhejun,I094,P013,T2_middle_D05,T2,middle,D05,relation,0
expert_04,liuzhejun,I095,P015,T1_middle_A01,T1,middle,A01,camera,0
expert_04,liuzhejun,I095,P015,T1_middle_A01,T1,middle,A01,spatial,0
expert_04,liuzhejun,I096,P016,T3_transfer_C02,T3,transfer,C02,spatial,0
expert_04,liuzhejun,I096,P016,T3_transfer_C02,T3,transfer,C02,relation,1
expert_04,liuzhejun,I097,P009,T2_middle_C04,T2,middle,C04,spatial,1
expert_04,liuzhejun,I097,P009,T2_middle_C04,T2,middle,C04,relation,0
expert_04,liuzhejun,I098,P003,T3_transfer_C03,T3,transfer,C03,spatial,0
expert_04,liuzhejun,I098,P003,T3_transfer_C03,T3,transfer,C03,relation,0
expert_04,liuzhejun,I099,P019,T3_transfer_C01,T3,transfer,C01,spatial,0
expert_04,liuzhejun,I099,P019,T3_transfer_C01,T3,transfer,C01,relation,0
expert_04,liuzhejun,I099,P019,T3_transfer_C01,T3,transfer,C01,camera,0
expert_04,liuzhejun,I100,P004,T3_transfer_A04,T3,transfer,A04,camera,1
expert_04,liuzhejun,I100,P004,T3_transfer_A04,T3,transfer,A04,spatial,1
expert_04,liuzhejun,I101,P004,T3_transfer_A01,T3,transfer,A01,camera,0
expert_04,liuzhejun,I101,P004,T3_transfer_A01,T3,transfer,A01,spatial,0
expert_04,liuzhejun,I102,P002,T3_transfer_A01,T3,transfer,A01,camera,0
expert_04,liuzhejun,I102,P002,T3_transfer_A01,T3,transfer,A01,spatial,0
expert_04,liuzhejun,I103,P001,T1_early_D03,T1,early,D03,spatial,1
expert_04,liuzhejun,I103,P001,T1_early_D03,T1,early,D03,camera,0
expert_04,liuzhejun,I104,P020,T2_middle_E01,T2,middle,E01,spatial,0
expert_04,liuzhejun,I104,P020,T2_middle_E01,T2,middle,E01,object,0
expert_04,liuzhejun,I105,P014,T1_early_C02,T1,early,C02,spatial,0
expert_04,liuzhejun,I105,P014,T1_early_C02,T1,early,C02,relation,0
expert_04,liuzhejun,I106,P008,T1_middle_A05,T1,middle,A05,camera,0
expert_04,liuzhejun,I106,P008,T1_middle_A05,T1,middle,A05,relation,0
expert_04,liuzhejun,I107,P017,T1_early_E04,T1,early,E04,spatial,0
expert_04,liuzhejun,I107,P017,T1_early_E04,T1,early,E04,camera,0
expert_04,liuzhejun,I108,P008,T3_transfer_C03,T3,transfer,C03,spatial,0
expert_04,liuzhejun,I108,P008,T3_transfer_C03,T3,transfer,C03,relation,1
expert_04,liuzhejun,I109,P016,T2_middle_A04,T2,middle,A04,camera,0
expert_04,liuzhejun,I109,P016,T2_middle_A04,T2,middle,A04,spatial,0
expert_04,liuzhejun,I110,P004,T2_middle_D05,T2,middle,D05,spatial,0
expert_04,liuzhejun,I110,P004,T2_middle_D05,T2,middle,D05,relation,0
expert_04,liuzhejun,I111,P002,T1_middle_D04,T1,middle,D04,object,0
expert_04,liuzhejun,I111,P002,T1_middle_D04,T1,middle,D04,spatial,0
expert_04,liuzhejun,I112,P006,T1_middle_A02,T1,middle,A02,camera,1
expert_04,liuzhejun,I112,P006,T1_middle_A02,T1,middle,A02,spatial,0
expert_04,liuzhejun,I113,P003,T2_middle_C01,T2,middle,C01,spatial,1
expert_04,liuzhejun,I113,P003,T2_middle_C01,T2,middle,C01,relation,1
expert_04,liuzhejun,I113,P003,T2_middle_C01,T2,middle,C01,camera,0
expert_04,liuzhejun,I114,P020,T3_transfer_C04,T3,transfer,C04,spatial,0
expert_04,liuzhejun,I114,P020,T3_transfer_C04,T3,transfer,C04,relation,0
